"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","BirthYear","MonthlyLeaves","OverTimeHours"
27,"0","Travel_Rarely","Audit","1시간미만",3,"기타",1619,4,"0",2,1,"기술컨설팅직",1,"Divorced",4066,1,11,3,1,7,3,3,7,7,0,7,1993,1,0
35,"0","Travel_Rarely","Audit","1시간미만",5,"기술공학",1621,2,"0",4,2,"컨설팅직",1,"Married",5208,1,11,3,4,16,2,3,16,15,1,10,1985,1,0
28,"0","Travel_Rarely","Audit"," 1시간이상",3,"상경계",1622,2,"1",1,2,"세무직",1,"Divorced",4877,0,21,4,2,6,5,2,5,3,0,0,1992,2,0
21,"0","Travel_Rarely","Audit","30분미만",1,"상경계",1623,3,"0",3,1,"컨설팅직",4,"Single",3117,1,18,3,3,3,2,3,2,2,2,2,1999,1,0
18,"1","Travel_Frequently","Tax","30분미만",2,"상경계",1624,2,"1",3,1,"영업직",4,"Single",1569,1,12,3,3,0,2,4,0,0,0,0,2002,2,12
47,"0","Travel_Rarely","CS & DA"," 1시간이상",4,"기술공학",1625,4,"1",3,5,"연구직",3,"Married",19658,3,11,3,3,27,2,3,5,2,1,0,1973,1,0
39,"0","Travel_Rarely","Audit","30분미만",2,"상경계",1627,3,"0",2,2,"기술컨설팅직",3,"Divorced",3069,0,15,3,4,11,3,3,10,8,0,7,1981,2,0
40,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",1628,1,"1",2,3,"세무직",3,"Married",10435,1,13,3,4,18,2,3,18,15,14,12,1980,3,0
35,"0","Non-Travel","Audit","30분미만",4,"기술공학",1630,3,"1",3,2,"투자자문직",3,"Married",4148,1,12,3,4,15,5,3,14,11,2,9,1985,2,0
37,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",1631,3,"0",3,2,"세무직",3,"Married",5768,3,17,3,1,9,2,2,4,3,0,2,1983,1,0
39,"0","Travel_Frequently","Audit","30분미만",3,"상경계",1633,1,"1",3,2,"세무직",3,"Single",5042,0,13,3,4,10,2,1,9,2,3,8,1981,0,0
45,"0","Travel_Rarely","Audit","30분미만",2,"기타",1635,4,"1",2,2,"세무직",4,"Divorced",5770,1,19,3,1,10,3,3,10,7,3,9,1975,0,0
38,"0","Travel_Rarely","Audit","30분미만",2,"상경계",1638,4,"1",2,3,"세무직",3,"Married",7756,3,19,3,4,10,6,4,5,4,0,2,1982,1,28
35,"1","Travel_Rarely","Tax","30분미만",3,"상경계",1639,4,"0",2,3,"감사직",1,"Married",10306,9,17,3,3,15,3,3,13,12,6,0,1985,0,0
37,"0","Travel_Rarely","Audit","30분미만",3,"상경계",1640,2,"1",3,1,"컨설팅직",2,"Married",3936,1,11,3,1,8,2,1,8,4,7,7,1983,3,0
40,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",1641,3,"1",3,3,"세무직",4,"Single",7945,6,15,3,4,18,2,2,4,2,3,3,1980,2,11
44,"0","Travel_Frequently","CS & DA","30분미만",5,"예체능",1642,1,"0",3,2,"사무직",4,"Married",5743,4,11,3,3,14,3,3,10,7,0,2,1976,1,11
48,"0","Travel_Frequently","Audit","30분미만",5,"상경계",1644,3,"0",2,4,"연구직",4,"Married",15202,2,25,4,2,23,3,3,2,2,2,2,1972,2,0
35,"1","Travel_Rarely","Tax","1시간미만",2,"상경계",1645,1,"0",1,2,"감사직",4,"Divorced",5440,6,14,3,4,7,2,2,2,2,2,2,1985,3,18
24,"0","Travel_Frequently","Audit","30분미만",1,"자연과학",1646,1,"1",3,1,"컨설팅직",4,"Single",3760,1,13,3,3,6,2,3,6,3,1,3,1996,2,8
27,"0","Travel_Rarely","Audit","30분미만",3,"상경계",1647,2,"1",4,1,"컨설팅직",3,"Married",3517,7,17,3,1,5,0,3,3,2,0,2,1993,3,0
27,"0","Travel_Frequently","Audit","30분미만",3,"상경계",1648,4,"0",3,1,"컨설팅직",4,"Single",2580,2,13,3,3,6,0,2,4,2,1,2,1993,3,0
40,"1","Travel_Rarely","Audit","30분미만",3,"기술공학",1649,1,"0",3,1,"기술컨설팅직",1,"Single",2166,3,14,3,2,10,3,1,4,2,0,3,1980,2,10
29,"0","Travel_Rarely","Tax","30분미만",3,"상경계",1650,3,"0",2,2,"감사직",3,"Single",5869,9,11,3,3,8,2,3,5,2,1,4,1991,2,0
36,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1651,2,"1",3,3,"투자자문직",1,"Married",8008,4,12,3,3,9,6,3,3,2,0,2,1984,3,0
25,"0","Travel_Frequently","Audit","30분미만",1,"기술공학",1653,4,"0",4,2,"세무직",3,"Divorced",5206,1,17,3,3,7,6,3,7,7,0,7,1995,0,0
39,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",1654,4,"0",3,2,"세무직",2,"Married",5295,4,21,4,3,7,3,3,5,4,1,0,1981,3,0
49,"0","Travel_Rarely","Audit"," 1시간이상",4,"기타",1655,1,"1",3,4,"기술직",2,"Married",16413,3,16,3,2,27,2,3,4,2,1,2,1971,2,0
50,"0","Travel_Rarely","Audit","1시간미만",5,"기술공학",1656,4,"1",2,3,"기술직",1,"Divorced",13269,5,15,3,3,19,3,3,14,11,1,11,1970,1,0
20,"0","Travel_Rarely","Tax","30분미만",3,"상경계",1657,3,"1",3,1,"영업직",3,"Single",2783,1,19,3,1,2,3,3,2,2,2,2,2000,0,0
34,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1658,4,"1",3,2,"컨설팅직",2,"Divorced",5433,1,12,3,3,11,2,3,11,8,7,9,1986,2,0
36,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1659,1,"0",3,1,"기술컨설팅직",2,"Single",2013,2,11,3,3,15,4,3,4,3,1,3,1984,3,0
49,"0","Travel_Rarely","Audit","30분미만",1,"기술공학",1661,3,"1",2,4,"투자자문직",3,"Married",13966,2,19,3,2,30,3,3,15,11,2,12,1971,1,52
36,"0","Non-Travel","Audit","30분미만",4,"상경계",1662,4,"1",2,2,"세무직",3,"Married",4374,0,15,3,3,4,6,3,3,2,1,2,1984,3,0
36,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",1664,4,"0",4,2,"투자자문직",1,"Divorced",6842,6,20,4,1,13,3,3,5,4,0,4,1984,1,0
54,"0","Travel_Rarely","Audit"," 1시간이상",5,"상경계",1665,2,"1",3,4,"연구직",3,"Married",17426,3,25,4,3,36,6,3,10,8,4,7,1966,2,0
43,"0","Travel_Rarely","Audit","1시간미만",2,"기술공학",1666,3,"0",2,4,"기술직",3,"Married",17603,1,24,4,1,14,3,3,14,10,6,11,1977,2,0
35,"1","Travel_Frequently","Tax","1시간미만",4,"기타",1667,4,"0",3,2,"감사직",4,"Single",4581,3,24,4,1,13,2,4,11,9,6,7,1985,0,22
38,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",1668,4,"0",3,2,"컨설팅직",4,"Married",4735,7,15,3,4,19,4,4,13,11,2,9,1982,1,0
29,"0","Travel_Rarely","Tax","30분미만",3,"상경계",1669,1,"0",2,2,"감사직",2,"Divorced",4187,1,13,3,2,10,3,2,10,0,0,9,1991,2,33
33,"0","Travel_Rarely","Tax","30분미만",4,"상경계",1670,4,"0",3,2,"감사직",4,"Divorced",5505,1,14,3,3,6,5,3,6,2,0,4,1987,2,0
32,"0","Travel_Rarely","Audit","30분미만",3,"상경계",1671,4,"0",3,2,"컨설팅직",2,"Divorced",5470,0,13,3,3,10,4,2,9,5,1,6,1988,1,0
31,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",1673,1,"1",3,2,"감사직",4,"Married",5476,1,11,3,1,10,2,3,10,0,0,2,1989,2,0
49,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",1674,4,"1",3,1,"기술컨설팅직",1,"Divorced",2587,4,16,3,2,17,2,2,2,2,2,2,1971,2,52
38,"0","Travel_Frequently","Audit","30분미만",3,"상경계",1675,4,"1",2,1,"기술컨설팅직",2,"Single",2440,1,22,4,2,4,3,3,4,3,3,3,1982,1,0
47,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",1676,2,"1",4,4,"연구직",2,"Divorced",15972,6,14,3,3,29,2,3,3,2,1,2,1973,0,0
49,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1677,3,"0",3,4,"연구직",3,"Single",15379,4,14,3,1,23,2,3,8,7,0,0,1971,0,0
41,"0","Travel_Rarely","Tax"," 1시간이상",2,"기술공학",1678,4,"0",3,3,"감사직",3,"Single",7082,3,16,3,4,21,2,3,2,0,0,2,1979,3,2
20,"0","Travel_Rarely","Tax","30분미만",1,"기술공학",1680,4,"0",3,1,"영업직",1,"Single",2728,1,11,3,1,2,3,3,2,2,0,2,2000,3,0
33,"0","Non-Travel","Tax","1시간미만",3,"기술공학",1681,3,"1",3,2,"감사직",4,"Divorced",5368,1,25,4,3,7,2,3,6,5,1,2,1987,1,42
36,"0","Travel_Rarely","Audit"," 1시간이상",4,"기술공학",1682,1,"0",3,2,"투자자문직",3,"Married",5347,6,14,3,2,10,2,2,3,2,0,2,1984,3,0
44,"0","Travel_Rarely","CS & DA","30분미만",3,"기술공학",1683,3,"1",3,1,"사무직",4,"Divorced",3195,4,18,3,1,8,2,3,2,2,2,2,1976,3,4
23,"1","Travel_Rarely","Audit","30분미만",1,"상경계",1684,4,"0",2,1,"기술컨설팅직",3,"Single",3989,1,11,3,1,5,2,3,5,4,1,2,1997,3,33
38,"0","Travel_Rarely","Audit","30분미만",2,"상경계",1687,4,"1",3,1,"기술컨설팅직",3,"Married",3306,7,19,3,4,7,5,2,0,0,0,0,1982,3,0
53,"0","Travel_Rarely","Audit"," 1시간이상",4,"상경계",1689,2,"0",4,3,"투자자문직",4,"Married",7005,3,15,3,3,11,2,3,4,3,1,2,1967,1,0
48,"1","Travel_Frequently","Tax","30분미만",2,"상경계",1691,4,"1",3,1,"영업직",3,"Married",2655,2,11,3,3,19,3,3,9,7,7,7,1972,0,10
32,"1","Travel_Rarely","Audit","30분미만",4,"기술공학",1692,4,"0",3,1,"기술컨설팅직",2,"Single",1393,1,12,3,1,1,2,3,1,0,0,0,1988,1,0
26,"0","Non-Travel","Audit","30분미만",3,"상경계",1693,4,"0",3,1,"기술컨설팅직",4,"Single",2570,1,20,4,3,7,5,3,7,7,5,7,1994,2,0
55,"0","Travel_Rarely","Audit"," 1시간이상",3,"자연과학",1694,1,"0",2,1,"컨설팅직",2,"Divorced",3537,5,12,3,4,8,1,3,4,2,1,2,1965,0,0
34,"0","Travel_Rarely","Audit","30분미만",2,"상경계",1696,2,"0",2,2,"기술컨설팅직",4,"Married",3986,1,14,3,3,15,3,4,15,10,4,13,1986,0,0
60,"0","Travel_Rarely","Audit","30분미만",4,"상경계",1697,3,"0",1,3,"투자자문직",4,"Divorced",10883,3,20,4,3,19,2,4,1,0,0,0,1960,3,0
33,"0","Travel_Rarely","Audit"," 1시간이상",3,"상경계",1698,2,"0",4,1,"기술컨설팅직",2,"Married",2028,1,18,3,4,14,6,3,14,11,2,13,1987,1,0
37,"0","Travel_Frequently","Tax","30분미만",4,"상경계",1700,3,"0",1,2,"감사직",4,"Divorced",9525,1,14,3,3,6,2,2,6,3,1,3,1983,1,0
34,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",1701,2,"1",2,1,"컨설팅직",4,"Married",2929,1,12,3,2,10,3,3,10,9,8,7,1986,3,0
23,"1","Travel_Rarely","Tax","30분미만",3,"기술공학",1702,3,"0",3,1,"영업직",4,"Divorced",2275,1,21,4,2,3,2,3,3,2,0,2,1997,0,30
44,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1703,3,"1",4,3,"투자자문직",4,"Married",7879,1,19,3,2,9,2,3,8,7,6,7,1976,1,49
35,"0","Travel_Frequently","Audit","30분미만",4,"상경계",1704,1,"0",2,1,"컨설팅직",4,"Single",4930,0,14,3,3,6,2,4,5,4,1,4,1985,2,39
43,"0","Travel_Rarely","Tax","30분미만",3,"상경계",1706,4,"0",3,2,"감사직",4,"Married",7847,1,17,3,1,10,3,3,10,9,8,8,1977,3,4
24,"0","Travel_Rarely","Audit","30분미만",3,"상경계",1707,3,"0",4,1,"컨설팅직",3,"Married",4401,1,16,3,4,5,1,3,5,3,0,4,1996,0,0
41,"0","Travel_Rarely","Tax","30분미만",3,"인문학",1708,4,"0",3,3,"감사직",3,"Single",9241,1,12,3,2,10,3,3,10,8,8,7,1979,0,0
29,"0","Travel_Rarely","Audit","30분미만",4,"상경계",1709,4,"1",3,1,"기술컨설팅직",3,"Married",2974,9,17,3,3,9,2,3,5,3,1,2,1991,3,0
36,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",1710,3,"1",3,2,"영업직",4,"Single",4502,3,15,3,3,17,2,2,13,7,6,7,1984,2,0
45,"0","Non-Travel","Audit","30분미만",1,"기술공학",1712,3,"0",2,3,"투자자문직",3,"Married",10748,3,23,4,4,25,3,2,23,15,14,4,1975,0,0
24,"1","Travel_Rarely","CS & DA"," 1시간이상",1,"예체능",1714,4,"0",1,1,"사무직",3,"Married",1555,1,11,3,3,1,2,3,1,0,0,0,1996,2,0
47,"1","Travel_Frequently","Tax","30분미만",3,"기술공학",1716,3,"0",1,4,"감사직",3,"Married",12936,7,11,3,3,25,3,1,23,5,14,10,1973,3,0
26,"0","Travel_Rarely","Audit","1시간미만",4,"상경계",1718,4,"0",1,1,"기술컨설팅직",3,"Married",2305,1,15,3,3,3,3,4,3,2,0,2,1994,0,0
45,"0","Travel_Rarely","Audit"," 1시간이상",2,"자연과학",1719,4,"1",2,4,"기술직",2,"Single",16704,1,11,3,3,21,2,3,21,6,8,6,1975,2,0
32,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",1720,1,"0",3,1,"컨설팅직",3,"Married",3433,6,13,3,1,10,3,2,5,2,1,3,1988,2,0
31,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1721,2,"0",3,1,"기술컨설팅직",3,"Married",3477,1,14,3,4,6,2,4,5,2,0,3,1989,3,0
41,"0","Non-Travel","CS & DA","30분미만",3,"예체능",1722,3,"0",1,2,"사무직",2,"Married",6430,6,19,3,2,10,4,3,3,2,1,2,1979,1,0
40,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",1724,2,"1",3,2,"세무직",1,"Married",6516,2,16,3,2,18,3,3,1,0,0,0,1980,1,18
24,"0","Travel_Rarely","Audit"," 1시간이상",1,"상경계",1725,2,"0",3,1,"기술컨설팅직",1,"Divorced",3907,1,13,3,2,6,2,4,6,2,1,2,1996,0,0
46,"0","Travel_Rarely","Audit","1시간미만",4,"기술공학",1727,3,"0",3,2,"투자자문직",2,"Single",5562,6,14,3,4,19,3,3,10,7,0,9,1974,3,0
35,"0","Travel_Rarely","Audit"," 1시간이상",4,"기술공학",1728,4,"0",3,2,"세무직",3,"Married",6883,2,16,3,2,17,3,3,7,7,0,7,1985,1,0
30,"0","Travel_Rarely","Audit","1시간미만",1,"기술공학",1729,2,"0",3,1,"컨설팅직",4,"Married",2862,1,12,3,2,10,2,2,10,0,0,8,1990,3,0
47,"0","Non-Travel","Tax","30분미만",4,"인문학",1731,3,"0",3,2,"감사직",2,"Married",4978,7,11,3,4,4,3,1,1,0,0,0,1973,1,0
46,"0","Travel_Rarely","Tax","30분미만",3,"기술공학",1732,3,"0",3,3,"감사직",4,"Divorced",10368,4,12,3,2,13,5,2,10,6,0,3,1974,2,38
36,"1","Travel_Rarely","Tax","1시간미만",5,"인문학",1733,2,"0",2,2,"감사직",1,"Divorced",6134,5,13,3,2,16,3,3,2,2,2,2,1984,0,23
32,"1","Travel_Rarely","Tax","30분미만",2,"기술공학",1734,1,"0",1,2,"감사직",2,"Single",6735,6,15,3,2,10,2,3,0,0,0,0,1988,3,0
23,"0","Travel_Rarely","Audit","30분미만",1,"상경계",1735,3,"1",3,1,"기술컨설팅직",2,"Single",3295,1,13,3,3,3,3,1,3,2,1,2,1997,3,0
31,"0","Travel_Frequently","Audit"," 1시간이상",1,"자연과학",1736,4,"1",3,2,"세무직",4,"Single",5238,2,20,4,4,9,3,2,5,4,1,4,1989,0,0
39,"0","Non-Travel","Audit","30분미만",3,"기술공학",1737,4,"0",3,2,"기술컨설팅직",4,"Married",6472,1,15,3,4,9,2,3,9,8,5,8,1981,1,28
32,"0","Travel_Rarely","Tax","1시간미만",3,"기술공학",1739,4,"0",1,3,"감사직",3,"Married",9610,3,13,3,3,10,2,1,4,3,0,2,1988,2,0
40,"0","Travel_Rarely","Tax","30분미만",4,"상경계",1740,2,"0",3,5,"연구직",2,"Single",19833,1,14,3,2,21,3,2,21,8,12,8,1980,3,0
45,"0","Travel_Rarely","CS & DA","30분미만",3,"기술공학",1744,3,"1",1,3,"사무직",3,"Married",9756,4,21,4,3,9,2,4,5,0,0,3,1975,3,0
30,"0","Travel_Frequently","Audit","30분미만",4,"자연과학",1745,4,"1",2,1,"컨설팅직",1,"Single",4968,0,16,3,4,10,2,3,9,7,0,7,1990,3,0
24,"0","Travel_Frequently","CS & DA","30분미만",3,"상경계",1746,1,"0",3,1,"사무직",4,"Married",2145,0,14,3,4,3,2,3,2,2,2,1,1996,1,0
30,"1","Travel_Frequently","CS & DA","30분미만",3,"예체능",1747,3,"1",2,1,"사무직",4,"Divorced",2180,6,11,3,3,6,0,2,4,2,1,2,1990,3,0
31,"0","Travel_Rarely","Tax","30분미만",3,"자연과학",1749,1,"0",3,2,"감사직",3,"Married",8346,1,19,3,3,6,3,3,5,2,0,2,1989,1,0
27,"0","Travel_Rarely","Audit","30분미만",3,"상경계",1751,3,"1",3,1,"컨설팅직",4,"Single",3445,1,11,3,3,6,5,2,6,2,1,4,1993,1,0
29,"1","Travel_Rarely","Tax","30분미만",3,"인문학",1752,2,"1",1,1,"영업직",2,"Single",2760,1,13,3,3,2,3,3,2,2,2,2,1991,1,0
29,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",1753,4,"0",4,2,"투자자문직",3,"Single",6294,8,12,3,4,10,5,4,3,2,0,2,1991,2,14
30,"0","Travel_Rarely","Tax","1시간미만",2,"인문학",1754,3,"0",2,3,"감사직",1,"Divorced",7140,2,11,3,1,12,2,3,7,7,1,7,1990,2,0
34,"0","Travel_Rarely","Audit","30분미만",4,"상경계",1755,4,"0",4,1,"컨설팅직",4,"Married",2932,0,14,3,1,6,3,3,5,0,1,2,1986,1,25
33,"0","Non-Travel","Tax","30분미만",3,"인문학",1756,4,"1",3,2,"감사직",2,"Single",5147,8,15,3,4,13,2,2,11,7,1,7,1987,0,0
49,"0","Travel_Rarely","Tax","1시간미만",4,"인문학",1757,4,"1",3,2,"감사직",4,"Single",4507,3,12,3,3,8,1,4,5,1,0,4,1971,1,0
33,"1","Travel_Rarely","Tax","1시간미만",3,"기술공학",1758,1,"1",3,3,"감사직",1,"Single",8564,2,20,4,3,11,2,2,0,0,0,0,1987,2,16
38,"0","Travel_Frequently","Audit","30분미만",2,"상경계",1760,3,"1",2,1,"기술컨설팅직",2,"Married",2468,4,14,3,2,9,4,2,6,1,0,5,1982,1,0
31,"1","Travel_Rarely","Tax","1시간미만",4,"인문학",1761,1,"0",3,3,"감사직",3,"Married",8161,2,13,3,1,10,2,3,1,0,0,0,1989,2,0
29,"0","Travel_Rarely","Audit","30분미만",3,"자연과학",1762,4,"1",2,1,"컨설팅직",1,"Divorced",2109,1,13,3,3,1,2,3,1,0,0,0,1991,1,0
30,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",1763,3,"0",4,2,"투자자문직",3,"Married",5294,3,16,3,3,10,3,3,7,0,1,7,1990,3,0
32,"0","Non-Travel","Audit","30분미만",4,"자연과학",1764,2,"0",3,1,"컨설팅직",2,"Single",2718,2,14,3,2,12,3,3,7,7,0,7,1988,2,0
38,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",1766,2,"0",1,2,"투자자문직",4,"Married",5811,3,16,3,3,15,2,3,1,0,1,0,1982,1,49
43,"1","Travel_Frequently","Audit","1시간미만",3,"자연과학",1767,3,"0",2,1,"컨설팅직",3,"Married",2437,9,16,3,4,6,4,3,1,0,0,0,1977,3,13
42,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",1768,2,"0",3,1,"기술컨설팅직",2,"Divorced",2766,8,22,4,2,7,6,2,5,3,0,4,1978,1,0
55,"0","Travel_Rarely","Audit","30분미만",3,"상경계",1770,3,"0",2,5,"기술직",1,"Married",19038,8,12,3,2,34,2,3,1,0,0,0,1965,0,0
33,"0","Non-Travel","Audit","30분미만",3,"자연과학",1771,4,"0",3,2,"컨설팅직",2,"Divorced",3055,5,15,3,4,11,2,2,9,8,1,7,1987,3,0
41,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1772,3,"0",3,1,"기술컨설팅직",1,"Divorced",2289,1,20,4,2,5,2,3,5,3,0,4,1979,0,0
34,"0","Non-Travel","Tax","30분미만",3,"기술공학",1774,4,"0",3,2,"감사직",3,"Divorced",4001,1,14,3,3,15,3,3,15,14,0,7,1986,2,49
53,"0","Non-Travel","Audit","30분미만",4,"상경계",1775,1,"1",2,4,"세무직",3,"Married",12965,4,20,4,4,27,2,2,3,2,0,2,1967,3,42
43,"0","Travel_Rarely","CS & DA","30분미만",3,"기술공학",1778,2,"0",3,1,"사무직",4,"Single",3539,0,13,3,2,10,5,3,9,7,1,8,1977,2,0
34,"0","Travel_Rarely","Tax","30분미만",2,"기술공학",1779,4,"1",1,2,"감사직",4,"Single",6029,5,12,3,1,6,3,3,2,2,2,2,1986,2,0
21,"1","Travel_Rarely","Tax","30분미만",1,"인문학",1780,2,"0",3,1,"영업직",2,"Single",2679,1,13,3,2,1,3,3,1,0,1,0,1999,3,0
38,"0","Travel_Rarely","Audit","30분미만",2,"기타",1782,4,"1",2,1,"기술컨설팅직",3,"Married",3702,1,11,3,2,5,3,3,5,4,0,4,1982,0,0
22,"1","Travel_Rarely","Audit","30분미만",1,"상경계",1783,3,"1",3,1,"기술컨설팅직",1,"Married",2398,1,17,3,3,1,6,3,1,0,0,0,1998,1,15
31,"0","Travel_Rarely","Tax"," 1시간이상",4,"인문학",1784,1,"1",2,2,"감사직",4,"Married",5468,1,14,3,1,13,3,3,12,7,5,7,1989,3,0
51,"0","Travel_Rarely","Audit","30분미만",3,"자연과학",1786,1,"1",3,3,"연구직",3,"Married",13116,2,11,3,4,15,2,3,2,2,2,2,1969,1,0
37,"0","Travel_Rarely","Tax","30분미만",2,"인문학",1787,2,"0",2,2,"감사직",2,"Married",4189,1,14,3,1,5,2,3,5,2,0,3,1983,3,0
46,"0","Travel_Rarely","Audit","30분미만",4,"상경계",1789,3,"0",3,5,"기술직",4,"Divorced",19328,7,17,3,3,24,3,3,2,1,2,2,1974,3,39
36,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1790,4,"0",3,3,"투자자문직",1,"Married",8321,7,13,3,4,15,1,3,12,8,5,7,1984,3,51
44,"1","Travel_Frequently","Audit","30분미만",2,"상경계",1792,3,"0",3,1,"컨설팅직",2,"Divorced",2342,1,12,3,3,6,2,2,5,3,2,3,1976,3,32
37,"0","Travel_Rarely","CS & DA","30분미만",2,"기타",1794,3,"0",3,2,"사무직",2,"Divorced",4071,2,13,3,3,19,4,2,10,0,4,7,1983,0,0
35,"1","Travel_Rarely","Tax"," 1시간이상",3,"기술공학",1797,3,"0",3,2,"감사직",4,"Single",5813,1,18,3,4,10,2,3,10,7,7,7,1985,3,18
33,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1798,4,"0",4,1,"컨설팅직",1,"Married",3143,6,19,3,2,14,1,3,10,8,7,6,1987,3,0
28,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1799,3,"0",3,1,"컨설팅직",4,"Married",2044,1,11,3,3,5,6,4,5,3,0,3,1992,1,0
39,"0","Travel_Rarely","Audit","30분미만",1,"상경계",1800,3,"0",3,3,"기술직",3,"Single",13464,7,21,4,3,9,3,3,4,3,2,2,1981,0,0
46,"0","Non-Travel","Tax"," 1시간이상",2,"기술공학",1801,2,"0",2,2,"감사직",2,"Single",7991,8,15,3,3,6,3,3,2,2,2,2,1974,0,0
40,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",1802,3,"1",3,1,"기술컨설팅직",1,"Married",3377,4,17,3,4,7,5,2,4,3,0,2,1980,2,0
42,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",1803,2,"0",4,2,"투자자문직",1,"Married",5538,5,18,3,3,10,2,2,0,0,0,0,1978,3,0
35,"0","Non-Travel","Audit","30분미만",2,"상경계",1804,2,"0",3,2,"세무직",4,"Divorced",5762,2,14,3,3,15,6,3,7,7,1,7,1985,0,0
38,"0","Non-Travel","CS & DA","30분미만",3,"예체능",1805,1,"0",3,1,"사무직",2,"Divorced",2592,5,13,3,4,13,3,3,11,10,3,8,1982,2,0
34,"1","Travel_Frequently","Audit","30분미만",4,"기술공학",1807,4,"0",3,2,"기술컨설팅직",1,"Married",5346,4,17,3,3,11,3,2,7,1,0,7,1986,1,0
37,"1","Travel_Rarely","Audit","30분미만",4,"상경계",1809,4,"0",3,2,"세무직",1,"Single",4213,1,15,3,2,10,4,1,10,3,0,8,1983,2,0
39,"0","Travel_Frequently","Tax","1시간미만",3,"기술공학",1812,3,"0",3,2,"감사직",4,"Divorced",4127,2,18,3,4,7,6,3,2,1,2,2,1981,1,0
43,"0","Non-Travel","Audit","30분미만",3,"기술공학",1813,1,"0",3,1,"컨설팅직",3,"Single",2438,4,13,3,3,7,2,2,3,2,1,2,1977,2,0
41,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1814,2,"0",4,2,"투자자문직",2,"Single",6870,3,12,3,1,11,3,1,3,2,1,2,1979,1,0
41,"0","Travel_Rarely","Tax","30분미만",1,"인문학",1815,3,"1",3,3,"감사직",3,"Divorced",10447,0,13,3,4,23,3,4,22,14,13,5,1979,3,2
30,"0","Travel_Rarely","Audit","30분미만",3,"상경계",1816,1,"1",3,3,"세무직",3,"Single",9667,9,14,3,2,9,3,3,7,7,0,2,1990,1,0
26,"1","Travel_Rarely","CS & DA","1시간미만",2,"상경계",1818,4,"1",3,1,"사무직",2,"Married",2148,0,11,3,3,6,3,3,5,1,1,4,1994,1,4
46,"1","Travel_Rarely","Audit"," 1시간이상",2,"상경계",1821,4,"1",3,2,"투자자문직",2,"Married",8926,4,22,4,4,13,2,4,9,7,3,7,1974,1,0
40,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1822,3,"1",3,2,"투자자문직",4,"Divorced",6513,4,17,3,4,12,3,3,5,3,0,3,1980,0,0
34,"0","Travel_Rarely","Tax","30분미만",2,"자연과학",1823,2,"0",4,2,"감사직",3,"Married",6799,1,21,4,3,10,5,3,10,8,4,8,1986,2,0
58,"0","Non-Travel","Tax","30분미만",3,"상경계",1824,2,"0",3,4,"연구직",2,"Divorced",16291,4,22,4,4,37,0,2,16,9,14,14,1962,1,0
35,"0","Travel_Rarely","Audit"," 1시간이상",4,"상경계",1826,2,"0",1,1,"기술컨설팅직",3,"Married",2705,0,16,3,2,6,2,4,5,4,0,3,1985,1,0
47,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1827,3,"1",2,3,"세무직",2,"Divorced",10333,8,12,3,3,28,4,3,22,11,14,10,1973,1,25
40,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",1829,2,"1",3,2,"투자자문직",1,"Divorced",4448,2,12,3,2,15,3,3,7,4,7,7,1980,0,0
